position,velocity,context_0,context_1,context_2
-6.933333333333334,-1.0,True,True,True
-6.933333333333334,-0.7999999999999998,True,True,True
-6.933333333333334,-0.5999999999999996,True,True,True
-6.933333333333334,-0.3999999999999999,True,True,True
-6.933333333333334,-0.19999999999999973,True,True,True
-6.933333333333334,0.0,True,True,True
-6.933333333333334,0.20000000000000018,True,True,True
-6.933333333333334,0.40000000000000036,True,True,True
-6.933333333333334,0.6000000000000005,True,True,True
-6.933333333333334,0.8000000000000007,True,True,True
-6.933333333333334,1.0,True,True,True
-6.933333333333334,1.2000000000000002,True,True,True
-6.933333333333334,1.4000000000000004,True,True,True
-6.933333333333334,1.6000000000000005,True,True,True
-6.933333333333334,1.8000000000000007,True,True,True
-6.933333333333334,2.0,True,True,True
-6.933333333333334,2.2,True,True,True
-6.933333333333334,2.4000000000000004,True,True,True
-6.933333333333334,2.6000000000000005,True,True,True
-6.933333333333334,2.8000000000000007,True,True,True
-6.933333333333334,3.0,True,True,True
-6.933333333333334,3.2,True,True,True
-6.933333333333334,3.4000000000000004,True,True,True
-6.933333333333334,3.6000000000000005,True,True,True
-6.933333333333334,3.8000000000000007,True,True,True
-6.933333333333334,4.0,True,True,True
-6.666666666666667,-4.0,False,False,False
-6.666666666666667,-3.8,False,False,False
-6.666666666666667,-3.6,False,False,False
-6.666666666666667,-3.4,False,False,False
-6.666666666666667,-3.2,False,False,False
-6.666666666666667,-3.0,False,False,False
-6.666666666666667,-2.8,False,False,False
-6.666666666666667,-2.5999999999999996,False,False,False
-6.666666666666667,-2.4,False,False,False
-6.666666666666667,-2.2,False,False,False
-6.666666666666667,-2.0,False,False,False
-6.666666666666667,-1.7999999999999998,True,True,True
-6.666666666666667,-1.5999999999999996,True,True,True
-6.666666666666667,-1.4,True,True,True
-6.666666666666667,-1.1999999999999997,True,True,True
-6.666666666666667,-1.0,True,True,True
-6.666666666666667,-0.7999999999999998,True,True,True
-6.666666666666667,-0.5999999999999996,True,True,True
-6.666666666666667,-0.3999999999999999,True,True,True
-6.666666666666667,-0.19999999999999973,True,True,True
-6.666666666666667,0.0,True,True,True
-6.666666666666667,0.20000000000000018,True,True,True
-6.666666666666667,0.40000000000000036,True,True,True
-6.666666666666667,0.6000000000000005,True,True,True
-6.666666666666667,0.8000000000000007,True,True,True
-6.666666666666667,1.0,True,True,True
-6.666666666666667,1.2000000000000002,True,True,True
-6.666666666666667,1.4000000000000004,True,True,True
-6.666666666666667,1.6000000000000005,True,True,True
-6.666666666666667,1.8000000000000007,True,True,True
-6.666666666666667,2.0,True,True,True
-6.666666666666667,2.2,True,True,True
-6.666666666666667,2.4000000000000004,True,True,True
-6.666666666666667,2.6000000000000005,True,True,True
-6.666666666666667,2.8000000000000007,True,True,True
-6.666666666666667,3.0,True,True,True
-6.666666666666667,3.2,True,True,True
-6.666666666666667,3.4000000000000004,True,True,True
-6.666666666666667,3.6000000000000005,True,True,True
-6.666666666666667,3.8000000000000007,True,True,True
-6.666666666666667,4.0,True,True,True
-6.4,-4.0,False,False,False
-6.4,-3.8,False,False,False
-6.4,-3.6,False,False,False
-6.4,-3.4,False,False,False
-6.4,-3.2,False,False,False
-6.4,-3.0,False,False,False
-6.4,-2.8,False,False,False
-6.4,-2.5999999999999996,False,False,False
-6.4,-2.4,False,False,False
-6.4,-2.2,False,False,False
-6.4,-2.0,True,True,True
-6.4,-1.7999999999999998,True,True,True
-6.4,-1.5999999999999996,True,True,True
-6.4,-1.4,True,True,True
-6.4,-1.1999999999999997,True,True,True
-6.4,-1.0,True,True,True
-6.4,-0.7999999999999998,True,True,True
-6.4,-0.5999999999999996,True,True,True
-6.4,-0.3999999999999999,True,True,True
-6.4,-0.19999999999999973,True,True,True
-6.4,0.0,True,True,True
-6.4,0.20000000000000018,True,True,True
-6.4,0.40000000000000036,True,True,True
-6.4,0.6000000000000005,True,True,True
-6.4,0.8000000000000007,True,True,True
-6.4,1.0,True,True,True
-6.4,1.2000000000000002,True,True,True
-6.4,1.4000000000000004,True,True,True
-6.4,1.6000000000000005,True,True,True
-6.4,1.8000000000000007,True,True,True
-6.4,2.0,True,True,True
-6.4,2.2,True,True,True
-6.4,2.4000000000000004,True,True,True
-6.4,2.6000000000000005,True,True,True
-6.4,2.8000000000000007,True,True,True
-6.4,3.0,True,True,True
-6.4,3.2,True,True,True
-6.4,3.4000000000000004,True,True,True
-6.4,3.6000000000000005,True,True,True
-6.4,3.8000000000000007,True,True,True
-6.4,4.0,True,True,True
-6.133333333333333,-4.0,False,False,False
-6.133333333333333,-3.8,False,False,False
-6.133333333333333,-3.6,False,False,False
-6.133333333333333,-3.4,False,False,False
-6.133333333333333,-3.2,False,False,False
-6.133333333333333,-3.0,False,False,False
-6.133333333333333,-2.8,False,False,False
-6.133333333333333,-2.5999999999999996,False,False,False
-6.133333333333333,-2.4,False,False,False
-6.133333333333333,-2.2,True,True,True
-6.133333333333333,-2.0,True,True,True
-6.133333333333333,-1.7999999999999998,True,True,True
-6.133333333333333,-1.5999999999999996,True,True,True
-6.133333333333333,-1.4,True,True,True
-6.133333333333333,-1.1999999999999997,True,True,True
-6.133333333333333,-1.0,True,True,True
-6.133333333333333,-0.7999999999999998,True,True,True
-6.133333333333333,-0.5999999999999996,True,True,True
-6.133333333333333,-0.3999999999999999,True,True,True
-6.133333333333333,-0.19999999999999973,True,True,True
-6.133333333333333,0.0,True,True,True
-6.133333333333333,0.20000000000000018,True,True,True
-6.133333333333333,0.40000000000000036,True,True,True
-6.133333333333333,0.6000000000000005,True,True,True
-6.133333333333333,0.8000000000000007,True,True,True
-6.133333333333333,1.0,True,True,True
-6.133333333333333,1.2000000000000002,True,True,True
-6.133333333333333,1.4000000000000004,True,True,True
-6.133333333333333,1.6000000000000005,True,True,True
-6.133333333333333,1.8000000000000007,True,True,True
-6.133333333333333,2.0,True,True,True
-6.133333333333333,2.2,True,True,True
-6.133333333333333,2.4000000000000004,True,True,True
-6.133333333333333,2.6000000000000005,True,True,True
-6.133333333333333,2.8000000000000007,True,True,True
-6.133333333333333,3.0,True,True,True
-6.133333333333333,3.2,True,True,True
-6.133333333333333,3.4000000000000004,True,True,True
-6.133333333333333,3.6000000000000005,True,True,True
-6.133333333333333,3.8000000000000007,True,True,True
-6.133333333333333,4.0,True,True,True
-5.866666666666667,-4.0,False,False,False
-5.866666666666667,-3.8,False,False,False
-5.866666666666667,-3.6,False,False,False
-5.866666666666667,-3.4,False,False,False
-5.866666666666667,-3.2,False,False,False
-5.866666666666667,-3.0,False,False,False
-5.866666666666667,-2.8,False,False,False
-5.866666666666667,-2.5999999999999996,False,False,False
-5.866666666666667,-2.4,True,True,True
-5.866666666666667,-2.2,True,True,True
-5.866666666666667,-2.0,True,True,True
-5.866666666666667,-1.7999999999999998,True,True,True
-5.866666666666667,-1.5999999999999996,True,True,True
-5.866666666666667,-1.4,True,True,True
-5.866666666666667,-1.1999999999999997,True,True,True
-5.866666666666667,-1.0,True,True,True
-5.866666666666667,-0.7999999999999998,True,True,True
-5.866666666666667,-0.5999999999999996,True,True,True
-5.866666666666667,-0.3999999999999999,True,True,True
-5.866666666666667,-0.19999999999999973,True,True,True
-5.866666666666667,0.0,True,True,True
-5.866666666666667,0.20000000000000018,True,True,True
-5.866666666666667,0.40000000000000036,True,True,True
-5.866666666666667,0.6000000000000005,True,True,True
-5.866666666666667,0.8000000000000007,True,True,True
-5.866666666666667,1.0,True,True,True
-5.866666666666667,1.2000000000000002,True,True,True
-5.866666666666667,1.4000000000000004,True,True,True
-5.866666666666667,1.6000000000000005,True,True,True
-5.866666666666667,1.8000000000000007,True,True,True
-5.866666666666667,2.0,True,True,True
-5.866666666666667,2.2,True,True,True
-5.866666666666667,2.4000000000000004,True,True,True
-5.866666666666667,2.6000000000000005,True,True,True
-5.866666666666667,2.8000000000000007,True,True,True
-5.866666666666667,3.0,True,True,True
-5.866666666666667,3.2,True,True,True
-5.866666666666667,3.4000000000000004,True,True,True
-5.866666666666667,3.6000000000000005,True,True,True
-5.866666666666667,3.8000000000000007,True,True,True
-5.866666666666667,4.0,True,True,True
-5.6,-4.0,False,False,False
-5.6,-3.8,False,False,False
-5.6,-3.6,False,False,False
-5.6,-3.4,False,False,False
-5.6,-3.2,False,False,False
-5.6,-3.0,False,False,False
-5.6,-2.8,False,False,False
-5.6,-2.5999999999999996,False,False,False
-5.6,-2.4,True,True,True
-5.6,-2.2,True,True,True
-5.6,-2.0,True,True,True
-5.6,-1.7999999999999998,True,True,True
-5.6,-1.5999999999999996,True,True,True
-5.6,-1.4,True,True,True
-5.6,-1.1999999999999997,True,True,True
-5.6,-1.0,True,True,True
-5.6,-0.7999999999999998,True,True,True
-5.6,-0.5999999999999996,True,True,True
-5.6,-0.3999999999999999,True,True,True
