method,mission,k,g,chart,mode,reset_failed,nominal_feasible,budget_before,budget_after,risk,reserve,horizon_escape,first_escape,state_violation,input_violation,x0,x1,next_x0,next_x1,nominal_x0,nominal_x1,u,stage_cost,state_tightening,input_tightening
collective_compatible,0,0,0,0,certified_reset,0,1,0.1,0.09600612548161347,0.003993874518386541,0.08387136488611735,0.0,0.0,0,0,0.13292499406841252,0.11182234043032258,0.10519848240644439,-0.17784717638506775,0.13292499406841252,0.11182234043032258,-0.2970865656542714,0.022126327182870435,0.05010300805161588,0.25318084293053
collective_compatible,0,1,0,0,certified_reset,0,1,0.09600612548161347,0.09201225096322693,0.003993874518386541,0.07987749036773081,0.0,0.0,0,0,0.10519848240644439,-0.17784717638506775,0.008555956307403977,-0.028012080356173977,0.10519848240644439,-0.17784717638506775,0.15723299459357054,0.017378107332005985,0.05010300805161588,0.25318084293053
collective_compatible,0,2,0,0,certified_reset,0,1,0.09201225096322693,0.0880183764448404,0.003993874518386541,0.07588361584934428,0.0,0.0,0,0,0.008555956307403977,-0.028012080356173977,-0.01029659836272276,-0.006474022637566287,0.008555956307403977,-0.028012080356173977,0.03274642579812234,0.00024125439465653889,0.05010300805161588,0.25318084293053
collective_compatible,0,3,0,0,certified_reset,0,1,0.0880183764448404,0.08402450192645386,0.003993874518386541,0.07188974133095774,0.0,0.0,0,0,-0.01029659836272276,-0.006474022637566287,0.004069683097362111,0.011327231723147525,-0.01029659836272276,-0.006474022637566287,0.0197880924235792,0.00012335348732743756,0.05010300805161588,0.25318084293053
collective_compatible,0,4,0,0,certified_reset,0,1,0.08402450192645386,0.08003062740806732,0.003993874518386541,0.0678958668125712,0.0,0.0,0,0,0.004069683097362111,0.011327231723147525,-0.00022011210447044505,-0.014374088261099233,0.004069683097362111,0.011327231723147525,-0.020739142042759222,5.041023296147678e-05,0.05010300805161588,0.25318084293053
collective_compatible,0,5,0,0,certified_reset,0,1,0.08003062740806732,0.07603675288968079,0.003993874518386541,0.06390199229418467,0.0,0.0,0,0,-0.00022011210447044505,-0.014374088261099233,-0.0037268274334338264,-0.004428580021692783,-0.00022011210447044505,-0.014374088261099233,0.021394996005874654,4.8682690091635954e-05,0.05010300805161588,0.25318084293053
collective_compatible,0,6,0,0,certified_reset,0,1,0.07603675288968079,0.07204287837129425,0.003993874518386541,0.05990811777579813,0.0,0.0,0,0,-0.0037268274334338264,-0.004428580021692783,-0.005894481477546154,0.0026238011588758463,-0.0037268274334338264,-0.004428580021692783,0.010238375686321455,2.0040068917487983e-05,0.05010300805161588,0.25318084293053
collective_compatible,0,7,0,0,certified_reset,0,1,0.07204287837129425,0.06804900385290771,0.003993874518386541,0.05591424325741159,0.0,0.0,0,0,-0.005894481477546154,0.0026238011588758463,-0.002586381059034297,0.004582168991133054,-0.005894481477546154,0.0026238011588758463,0.0020073900195220697,3.608483211023389e-05,0.05010300805161588,0.25318084293053
collective_compatible,0,8,0,0,certified_reset,0,1,0.06804900385290771,0.06405512933452118,0.003993874518386541,0.051920368739025044,0.0,0.0,0,0,-0.002586381059034297,0.004582168991133054,0.013713061261539658,0.006273427519215536,-0.002586381059034297,0.004582168991133054,-0.004172818392798243,1.090400639540749e-05,0.05010300805161588,0.25318084293053
collective_compatible,0,9,0,0,certified_reset,0,1,0.06405512933452118,0.060061254816134634,0.003993874518386541,0.0479264942206385,0.0,0.0,0,0,0.013713061261539658,0.006273427519215536,0.00905174398574006,-0.013420235424095461,0.013713061261539658,0.006273427519215536,-0.022896831496610624,0.0002082387321883373,0.05010300805161588,0.25318084293053
collective_compatible,0,10,0,0,certified_reset,0,1,0.060061254816134634,0.05606738029774809,0.003993874518386541,0.04393261970225196,0.0,0.0,0,0,0.00905174398574006,-0.013420235424095461,-0.0062075819948664126,0.007495583235118987,0.00905174398574006,-0.013420235424095461,0.010757529732335876,0.00011724566972280001,0.05010300805161588,0.25318084293053
collective_compatible,0,11,0,0,certified_reset,0,1,0.05606738029774809,0.05207350577936155,0.003993874518386541,0.039938745183865414,0.0,0.0,0,0,-0.0062075819948664126,0.007495583235118987,-0.005562766004187803,-0.002476102980505817,-0.0062075819948664126,0.007495583235118987,-0.004863880887464978,4.923858590140328e-05,0.05010300805161588,0.25318084293053
collective_compatible,0,12,0,0,certified_reset,0,1,0.05207350577936155,0.048079631260975,0.003993874518386541,0.03594487066547887,0.0,0.0,0,0,-0.005562766004187803,-0.002476102980505817,-0.0032912845054661553,0.01462666540774216,-0.005562766004187803,-0.002476102980505817,0.00918588147751287,3.415747155493295e-05,0.05010300805161588,0.25318084293053
collective_compatible,0,13,0,0,certified_reset,0,1,0.048079631260975,0.04408575674258846,0.003993874518386541,0.03195099614709233,0.0,0.0,0,0,-0.0032912845054661553,0.01462666540774216,0.009753756628912418,-0.004415824087307929,-0.0032912845054661553,0.01462666540774216,-0.018270550117564024,5.768696010688947e-05,0.05010300805161588,0.25318084293053
collective_compatible,0,14,0,0,certified_reset,0,1,0.04408575674258846,0.040091882224201916,0.003993874518386541,0.027957121628705783,0.0,0.0,0,0,0.009753756628912418,-0.004415824087307929,0.0007609644365218918,-0.014383843111678458,0.009753756628912418,-0.004415824087307929,-0.0032093631597530747,9.890317909994124e-05,0.05010300805161588,0.25318084293053
collective_compatible,0,15,0,0,certified_reset,0,1,0.040091882224201916,0.03609800770581537,0.003993874518386541,0.023963247110319243,0.0,0.0,0,0,0.0007609644365218918,-0.014383843111678458,-0.0018790011156167596,0.018768930908033915,0.0007609644365218918,-0.014383843111678458,0.020433140663806207,4.8257987487371715e-05,0.05010300805161588,0.25318084293053
collective_compatible,0,16,0,0,certified_reset,0,1,0.03609800770581537,0.03210413318742883,0.003993874518386541,0.019969372591932703,0.0,0.0,0,0,-0.0018790011156167596,0.018768930908033915,0.005965831242103834,0.00031770868803869534,-0.0018790011156167596,0.018768930908033915,-0.025779037488335814,8.355371267561375e-05,0.05010300805161588,0.25318084293053
collective_compatible,0,17,0,0,certified_reset,0,1,0.03210413318742883,0.02811025866904229,0.003993874518386541,0.015975498073546163,0.0,0.0,0,0,0.005965831242103834,0.00031770868803869534,-0.0035216729721432695,-0.006098925597921445,0.005965831242103834,0.00031770868803869534,-0.006410153936531823,3.663656323239499e-05,0.05010300805161588,0.25318084293053
collective_compatible,0,18,0,0,certified_reset,0,1,0.02811025866904229,0.02411638415065575,0.003993874518386541,0.011981623555159623,0.0,0.0,0,0,-0.0035216729721432695,-0.006098925597921445,-0.004896362008064526,0.024648297486694677,-0.0035216729721432695,-0.006098925597921445,0.012488828532903078,2.2996892296647423e-05,0.05010300805161588,0.25318084293053
collective_compatible,0,19,0,0,certified_reset,0,1,0.02411638415065575,0.02012250963226921,0.003993874518386541,0.007987749036773082,0.0,0.0,0,0,-0.004896362008064526,0.024648297486694677,0.006665308407864415,-0.005230574743216626,-0.004896362008064526,0.024648297486694677,-0.031435261495674244,0.000158035694965221,0.05010300805161588,0.25318084293053
collective_compatible,0,20,0,0,certified_reset,0,1,0.02012250963226921,0.01612863511388267,0.003993874518386541,0.003993874518386541,0.0,0.0,0,0,0.006665308407864415,-0.005230574743216626,0.00012867386912848505,-0.006939620250739879,0.006665308407864415,-0.005230574743216626,0.0010681948721947346,4.937946636506026e-05,0.05010300805161588,0.25318084293053
