method,mission,k,g,chart,mode,reset_failed,nominal_feasible,budget_before,budget_after,risk,reserve,horizon_escape,first_escape,state_violation,input_violation,x0,x1,next_x0,next_x1,nominal_x0,nominal_x1,u,stage_cost,state_tightening,input_tightening
noedge,0,0,0,0,certified_reset,0,1,0.1,0.09600612548161347,0.003993874518386541,0.0,0.0,0.0,0,0,3.1989900460688343,0.08983629918754388,2.5071406380382815,-1.459709367098431,3.1989900460688343,0.08983629918754388,-1.55,10.295052515764793,0.02026404530403257,0.10486652497567842
noedge,0,1,0,0,certified_reset,0,1,0.09600612548161347,0.09201225096322693,0.003993874518386541,0.0,0.0,0.0,0,0,2.5071406380382815,-1.459709367098431,0.948191857637117,-1.6606584485277407,2.5071406380382815,-1.459709367098431,-0.20229002822585276,6.670312468842073,0.02026404530403257,0.10486652497567842
noedge,0,2,0,0,certified_reset,0,1,0.09201225096322693,0.0880183764448404,0.003993874518386541,0.0,0.0,0.0,0,0,0.948191857637117,-1.6606584485277407,0.043108985513475716,-0.17780388517348095,0.948191857637117,-1.6606584485277407,1.5021285474290473,1.4518791200943406,0.02026404530403257,0.10486652497567842
noedge,0,3,0,0,certified_reset,0,1,0.0880183764448404,0.08402450192645386,0.003993874518386541,0.0,0.0,0.0,0,0,0.043108985513475716,-0.17780388517348095,-0.021838887784244115,0.0410491063245179,0.043108985513475716,-0.17780388517348095,0.21899383621422408,0.008747902024397812,0.02026404530403257,0.10486652497567842
noedge,0,4,0,0,certified_reset,0,1,0.08402450192645386,0.08003062740806732,0.003993874518386541,0.0,0.0,0.0,0,0,-0.021838887784244115,0.0410491063245179,0.004013537729295343,-0.012280465417811744,-0.021838887784244115,0.0410491063245179,-0.03872488104099828,0.0008177326733512771,0.02026404530403257,0.10486652497567842
noedge,0,5,0,0,certified_reset,0,1,0.08003062740806732,0.07603675288968079,0.003993874518386541,0.0,0.0,0.0,0,0,0.004013537729295343,-0.012280465417811744,-0.0065118663342563325,0.0019068800654558223,0.004013537729295343,-0.012280465417811744,0.014094552791446271,4.8220665122301496e-05,0.02026404530403257,0.10486652497567842
noedge,0,6,0,0,certified_reset,0,1,0.07603675288968079,0.07204287837129425,0.003993874518386541,0.0,0.0,0.0,0,0,-0.0065118663342563325,0.0019068800654558223,-0.00013538993729166927,0.010723233499940116,-0.0065118663342563325,0.0019068800654558223,0.0036734331570727773,4.3396270419333955e-05,0.02026404530403257,0.10486652497567842
noedge,0,7,0,0,certified_reset,0,1,0.07204287837129425,0.06804900385290771,0.003993874518386541,0.0,0.0,0.0,0,0,-0.00013538993729166927,0.010723233499940116,-0.0014124966078388557,-0.001825642049259411,-0.00013538993729166927,0.010723233499940116,-0.01565929052712502,2.6846457535405355e-05,0.02026404530403257,0.10486652497567842
noedge,0,8,0,0,certified_reset,0,1,0.06804900385290771,0.06405512933452118,0.003993874518386541,0.0,0.0,0.0,0,0,-0.0014124966078388557,-0.001825642049259411,-0.0013844849973352784,-0.0005883299803698216,-0.0014124966078388557,-0.001825642049259411,0.004094655962810767,3.014236254065156e-06,0.02026404530403257,0.10486652497567842
noedge,0,9,0,0,certified_reset,0,1,0.06405512933452118,0.060061254816134634,0.003993874518386541,0.0,0.0,0.0,0,0,-0.0013844849973352784,-0.0005883299803698216,-0.0001843208830013506,-0.001897838358307972,-0.0013844849973352784,-0.0005883299803698216,0.002245557071900464,2.1051656617698725e-06,0.02026404530403257,0.10486652497567842
noedge,0,10,0,0,certified_reset,0,1,0.060061254816134634,0.05606738029774809,0.003993874518386541,0.0,0.0,0.0,0,0,-0.0001843208830013506,-0.001897838358307972,-0.011143289891564013,0.004329528244948328,-0.0001843208830013506,-0.001897838358307972,0.0029775455932401127,9.039409100737056e-07,0.02026404530403257,0.10486652497567842
noedge,0,11,0,0,certified_reset,0,1,0.05606738029774809,0.05207350577936155,0.003993874518386541,0.0,0.0,0.0,0,0,-0.011143289891564013,0.004329528244948328,0.0070197595783219775,0.008875020862330404,-0.011143289891564013,0.004329528244948328,0.004717881568281961,0.00012810343643802604,0.02026404530403257,0.10486652497567842
noedge,0,12,0,0,certified_reset,0,1,0.05207350577936155,0.048079631260975,0.003993874518386541,0.0,0.0,0.0,0,0,0.0070197595783219775,0.008875020862330404,0.008090544308322706,0.00030875035696044384,0.0070197595783219775,0.008875020862330404,-0.020064629660027988,7.3519637777519e-05,0.02026404530403257,0.10486652497567842
noedge,0,13,0,0,certified_reset,0,1,0.048079631260975,0.04408575674258846,0.003993874518386541,0.0,0.0,0.0,0,0,0.008090544308322706,0.00030875035696044384,-0.00015623019343516484,-0.002881761431840096,0.008090544308322706,0.00030875035696044384,-0.008516115108498968,6.728717143938921e-05,0.02026404530403257,0.10486652497567842
noedge,0,14,0,0,certified_reset,0,1,0.04408575674258846,0.040091882224201916,0.003993874518386541,0.0,0.0,0.0,0,0,-0.00015623019343516484,-0.002881761431840096,-0.002496586520946942,-0.001237327532491167,-0.00015623019343516484,-0.002881761431840096,0.004398887765021994,2.002982023579688e-06,0.02026404530403257,0.10486652497567842
noedge,0,15,0,0,certified_reset,0,1,0.040091882224201916,0.03609800770581537,0.003993874518386541,0.0,0.0,0.0,0,0,-0.002496586520946942,-0.001237327532491167,-0.014169995956516388,0.020278122792711843,-0.002496586520946942,-0.001237327532491167,0.004307242791443064,6.972329064263834e-06,0.02026404530403257,0.10486652497567842
noedge,0,16,0,0,certified_reset,0,1,0.03609800770581537,0.03210413318742883,0.003993874518386541,0.0,0.0,0.0,0,0,-0.014169995956516388,0.020278122792711843,0.0013351027099226674,0.008927694686826991,-0.014169995956516388,0.020278122792711843,-0.015758400262944748,0.0002810133723982041,0.02026404530403257,0.10486652497567842
noedge,0,17,1,1,certified_reset,0,1,0.03210413318742883,0.02811025866904229,0.003993874518386541,0.0,0.0,0.0,0,0,0.0013351027099226674,0.008927694686826991,0.001656003760545803,-0.01708276183785043,0.0013351027099226674,0.008927694686826991,-0.014479465996748675,2.1370544470633676e-05,0.028077151185486864,0.15196195007679175
noedge,0,18,1,1,certified_reset,0,1,0.02811025866904229,0.02411638415065575,0.003993874518386541,0.0,0.0,0.0,0,0,0.001656003760545803,-0.01708276183785043,-0.0023859142850674963,0.012461079339663192,0.001656003760545803,-0.01708276183785043,0.023518448518879347,6.909801933489071e-05,0.028077151185486864,0.15196195007679175
noedge,0,19,1,1,certified_reset,0,1,0.02411638415065575,0.02012250963226921,0.003993874518386541,0.0,0.0,0.0,0,0,-0.0023859142850674963,0.012461079339663192,0.012611422704465886,0.024910903126148493,-0.0023859142850674963,0.012461079339663192,-0.01598124731130255,4.002772331200307e-05,0.028077151185486864,0.15196195007679175
noedge,0,20,1,1,certified_reset,0,1,0.02012250963226921,0.01612863511388267,0.003993874518386541,0.0,0.0,0.0,0,0,0.012611422704465886,0.024910903126148493,0.028157499534775074,-0.024294917683412198,0.012611422704465886,0.024910903126148493,-0.04925796488437682,0.00033140621726534397,0.028077151185486864,0.15196195007679175
noedge,0,21,1,1,certified_reset,0,1,0.01612863511388267,0.01213476059549613,0.003993874518386541,0.0,0.0,0.0,0,0,0.028157499534775074,-0.024294917683412198,0.008338704476721744,-0.053828755941704345,0.028157499534775074,-0.024294917683412198,0.007748492882675826,0.0009005895031435599,0.028077151185486864,0.15196195007679175
noedge,1,0,0,0,certified_reset,0,1,0.1,0.09600612548161347,0.003993874518386541,0.0,0.0,0.0,0,0,-3.330746672366392,0.5974032371171546,-1.959931977090242,2.1389301136894034,-3.330746672366392,0.5974032371171546,1.5499999999995069,11.218176208469005,0.02026404530403257,0.10486652497567842
noedge,1,1,0,0,certified_reset,0,1,0.09600612548161347,0.09201225096322693,0.003993874518386541,0.0,0.0,0.0,0,0,-1.959931977090242,2.1389301136894034,-0.42247151736734656,0.9365741911892602,-1.959931977090242,2.1389301136894034,-1.1992165871696032,4.700790331018958,0.02026404530403257,0.10486652497567842
noedge,1,2,0,0,certified_reset,0,1,0.09201225096322693,0.0880183764448404,0.003993874518386541,0.0,0.0,0.0,0,0,-0.42247151736734656,0.9365741911892602,0.029767434570739864,-0.015569657628412087,-0.42247151736734656,0.9365741911892602,-0.9589803013597892,0.359364082254898,0.02026404530403257,0.10486652497567842
noedge,1,3,0,0,certified_reset,0,1,0.0880183764448404,0.08402450192645386,0.003993874518386541,0.0,0.0,0.0,0,0,0.029767434570739864,-0.015569657628412087,0.013840753444308193,-0.029484314253885553,0.029767434570739864,-0.015569657628412087,-0.006706267086417701,0.0009308590743390128,0.02026404530403257,0.10486652497567842
noedge,1,4,0,0,certified_reset,0,1,0.08402450192645386,0.08003062740806732,0.003993874518386541,0.0,0.0,0.0,0,0,0.013840753444308193,-0.029484314253885553,-0.0015394863582441896,-0.0018974928290566196,0.013840753444308193,-0.029484314253885553,0.029653447242920603,0.0003700280909047842,0.02026404530403257,0.10486652497567842
