method,mission,k,g,chart,mode,reset_failed,nominal_feasible,budget_before,budget_after,risk,reserve,horizon_escape,first_escape,state_violation,input_violation,x0,x1,next_x0,next_x1,nominal_x0,nominal_x1,u,stage_cost,state_tightening,input_tightening
uninflated,0,0,1,1,certified_reset,0,1,0.1,0.09601645388830338,0.003983546111696631,0.08365446834562923,0.0,0.0,0,0,0.3854959259800609,0.18871147826562454,0.40300901040500436,-0.2870088862655098,0.3854959259800609,0.18871147826562454,-1.0644822020775335,0.24815990313771075,0.10226504615124801,0.24401787099944844
uninflated,0,1,1,1,certified_reset,0,1,0.09601645388830338,0.09203290777660675,0.003983546111696631,0.0796709222339326,1.0,1.0,0,0,0.40300901040500436,-0.2870088862655098,0.3227092654206477,-0.5066654743785982,0.40300901040500436,-0.2870088862655098,-0.0760420528351273,0.18347237917041342,0.10226504615124801,0.24401787099944844
uninflated,0,2,1,1,certified_reset,0,1,0.09203290777660675,0.08804936166491012,0.003983546111696631,0.07568737612223597,0.0,0.0,0,0,0.3227092654206477,-0.5066654743785982,0.1585319611979816,-0.3727326126338545,0.3227092654206477,-0.5066654743785982,0.5317991468288074,0.19094357232558434,0.10226504615124801,0.24401787099944844
uninflated,0,3,1,1,certified_reset,0,1,0.08804936166491012,0.08406581555321349,0.003983546111696631,0.07170383001053934,0.0,0.0,0,0,0.1585319611979816,-0.3727326126338545,0.05449979475224893,-0.1827512342371987,0.1585319611979816,-0.3727326126338545,0.5263589331520582,0.08202908097221093,0.10226504615124801,0.24401787099944844
uninflated,0,4,1,1,certified_reset,0,1,0.08406581555321349,0.08008226944151686,0.003983546111696631,0.06772028389884271,0.0,0.0,0,0,0.05449979475224893,-0.1827512342371987,-0.002076234957833451,-0.07581251589875167,0.05449979475224893,-0.1827512342371987,0.2978684877138541,0.018417781909677203,0.10226504615124801,0.24401787099944844
uninflated,0,5,1,1,certified_reset,0,1,0.08008226944151686,0.07609872332982023,0.003983546111696631,0.06373673778714609,0.0,0.0,0,0,-0.002076234957833451,-0.07581251589875167,0.002685293581169923,-0.02295296218922016,-0.002076234957833451,-0.07581251589875167,0.16586618120510524,0.0036421223487299323,0.10226504615124801,0.24401787099944844
uninflated,0,6,1,1,certified_reset,0,1,0.07609872332982023,0.0721151772181236,0.003983546111696631,0.05975319167544945,0.0,0.0,0,0,0.002685293581169923,-0.02295296218922016,0.009058054313475908,0.004744644660459797,0.002685293581169923,-0.02295296218922016,0.04453707240223481,0.00029760448538496744,0.10226504615124801,0.24401787099944844
uninflated,0,7,1,1,certified_reset,0,1,0.0721151772181236,0.06813163110642698,0.003983546111696631,0.05576964556375282,0.0,0.0,0,0,0.009058054313475908,0.004744644660459797,0.012658015488877485,-0.02866771728302976,0.009058054313475908,0.004744644660459797,-0.025677803467660448,0.0001404242284582905,0.10226504615124801,0.24401787099944844
uninflated,0,8,1,1,certified_reset,0,1,0.06813163110642698,0.06414808499473035,0.003983546111696631,0.05178609945205619,0.0,0.0,0,0,0.012658015488877485,-0.02866771728302976,0.016375629867190815,0.007420220915892225,0.012658015488877485,-0.02866771728302976,0.03968305944956812,0.0004916644762538297,0.10226504615124801,0.24401787099944844
uninflated,0,9,1,1,certified_reset,0,1,0.06414808499473035,0.06016453888303372,0.003983546111696631,0.047802553340359565,0.0,0.0,0,0,0.016375629867190815,0.007420220915892225,0.04759673021626974,0.010854504460287247,0.016375629867190815,0.007420220915892225,-0.043945027302060166,0.00043641940712369805,0.10226504615124801,0.24401787099944844
